Venda.Código,Venda.Data,Produto.Código,Produto,Quantidade,Produto.Fornecedor,Custo Total,Venda.Valor Total Desconto,Valor Total,Pagamento
366,29/08/2024,356,0356 - CHAVEIRO CALCULADORA,1,AP BRAS OU MERCADO LIVRE," R$  7,00 ", R$  -   ," R$  19,00 ",Cartão de Débito
365,29/08/2024,232,0232 - CANECA EMPILHADA DUPLA ONIX - ME FORTALECE,1,BRASFOOT," R$  32,98 ", R$  -   ," R$  82,00 ",Cartão de Débito
364,29/08/2024,C0,C0 - CANETA MARCA TEXTO DUPLO SIMPLES OU PANTONE,2,AP BRAS OU MERCADO LIVRE," R$  4,00 "," R$  5,00 "," R$  15,15 ",Dinheiro
364,29/08/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,2,AP BRAS OU MERCADO LIVRE," R$  7,00 "," R$  5,00 "," R$  25,85 ",Dinheiro
363,28/08/2024,482,0482 - CANECA MAGGIE 400ML EU AMO GATOS,1,ZONA CRIATIVA," R$  27,90 ", R$  -   ," R$  74,00 ",Cartão de Débito
363,28/08/2024,150,0150 - PORTA TRECO CAT REDONDO,1,GEGUTON," R$  15,98 ", R$  -   ," R$  42,00 ",Cartão de Débito
363,28/08/2024,489,0489 - CANECA STONE 450ML SEMEIE AMOR,1,ZONA CRIATIVA," R$  27,90 ", R$  -   ," R$  74,00 ",Cartão de Débito
362,28/08/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,2,AP BRAS OU MERCADO LIVRE," R$  7,00 "," R$  5,00 "," R$  26,41 ",PIX
362,28/08/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,2,AP BRAS OU MERCADO LIVRE," R$  8,00 "," R$  5,00 "," R$  24,59 ",PIX
361,28/08/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 "," R$  7,18 "," R$  11,40 ",PIX
361,28/08/2024,362,0362 - KIT MARCA TEXTO,1,AP BRAS OU MERCADO LIVRE," R$  8,50 "," R$  7,18 "," R$  26,60 ",PIX
361,28/08/2024,515,0515 - CADERNO DISCO STITCH 15X21,1,AP BRAS OU MERCADO LIVRE," R$  28,00 "," R$  7,18 "," R$  68,40 ",PIX
361,28/08/2024,C7,C7 - CANETA LED OU MARCA TEXTO 3 PONTAS,1,AP BRAS OU MERCADO LIVRE," R$  5,00 "," R$  7,18 "," R$  18,05 ",PIX
361,28/08/2024,C3,C3 - CANETA FOFA ESPECIAL,1,AP BRAS OU MERCADO LIVRE," R$  3,00 "," R$  7,18 "," R$  11,87 ",PIX
360,28/08/2024,C1,C1 - CANETA SIMPLES OU MARCA TEXTO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  2,00 ", R$  -   ," R$  9,00 ",PIX
360,28/08/2024,129,0129 - IMA PSICOLOGO PLACA,1,GEGUTON," R$  1,20 ", R$  -   ," R$  7,00 ",PIX
359,27/08/2024,74,0074 - LUMINARIA DE MESA BOLA FUT,1,MINAS DE PRESENTES LTDA," R$  22,59 ", R$  -   ," R$  79,00 ",Cartão de Crédito
359,27/08/2024,72,0072 - LUMINARIA 3D LED N S APARECIDA,1,MINAS DE PRESENTES LTDA," R$  21,00 ", R$  -   ," R$  59,00 ",Cartão de Crédito
358,27/08/2024,C1,C1 - CANETA SIMPLES OU MARCA TEXTO PERSONAGENS,2,AP BRAS OU MERCADO LIVRE," R$  4,00 "," R$  4,00 "," R$  17,11 ",Cartão de Crédito
358,27/08/2024,C3,C3 - CANETA FOFA ESPECIAL,2,AP BRAS OU MERCADO LIVRE," R$  6,00 "," R$  4,00 "," R$  23,77 ",Cartão de Crédito
358,27/08/2024,213,0213 - MARMITA REDONDA MINI - AMOR PERFEITO,1,UATT PRESENTES IMPORTADOS," R$  13,06 "," R$  4,00 "," R$  36,12 ",Cartão de Crédito
357,27/08/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,2,AP BRAS OU MERCADO LIVRE," R$  5,60 "," R$  2,00 "," R$  15,00 ",Cartão de Crédito
356,27/08/2024,306,0306 - CANECA CORKY 350ML AKATSUKI,1,ZONA CRIATIVA," R$  28,41 "," R$  10,35 "," R$  58,65 ",Cartão de Crédito
355,27/08/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",Cartão de Crédito
354,26/08/2024,C3,C3 - CANETA FOFA ESPECIAL,4,AP BRAS OU MERCADO LIVRE," R$  12,00 "," R$  4,00 "," R$  46,00 ",Cartão de Crédito
353,24/08/2024,C3,C3 - CANETA FOFA ESPECIAL,3,AP BRAS OU MERCADO LIVRE," R$  9,00 "," R$  2,00 "," R$  35,50 ",Cartão de Crédito
352,24/08/2024,513,0513 - CADERNO CADEADO STITCH 15X21,1,AP BRAS OU MERCADO LIVRE," R$  20,00 "," R$  3,00 "," R$  52,49 ",Cartão de Débito
352,24/08/2024,354,0354 - CHAVEIRO STITCH SILICONE,1,AP BRAS OU MERCADO LIVRE," R$  8,00 "," R$  3,00 "," R$  23,33 ",Cartão de Débito
352,24/08/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,2,AP BRAS OU MERCADO LIVRE," R$  7,00 "," R$  3,00 "," R$  28,19 ",Cartão de Débito
351,24/08/2024,C1,C1 - CANETA SIMPLES OU MARCA TEXTO PERSONAGENS,2,AP BRAS OU MERCADO LIVRE," R$  4,00 "," R$  2,00 "," R$  16,00 ",PIX
350,24/08/2024,485,0485 - CANECA MAGGIE 400ML AMIGA PARA SEMPRE,2,ZONA CRIATIVA," R$  55,80 ", R$  -   ," R$  148,00 ",Cartão de Débito
349,23/08/2024,360,0360 - CADERNO PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  15,00 "," R$  2,00 "," R$  41,20 ",PIX
349,23/08/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,2,AP BRAS OU MERCADO LIVRE," R$  8,00 "," R$  2,00 "," R$  26,49 ",PIX
349,23/08/2024,361,0361 - BLOCO DE NOTAS PERSONAGENS ESPIRAL PEQ,2,AP BRAS OU MERCADO LIVRE," R$  10,00 "," R$  2,00 "," R$  35,31 ",PIX
348,23/08/2024,361,0361 - BLOCO DE NOTAS PERSONAGENS ESPIRAL PEQ,1,AP BRAS OU MERCADO LIVRE," R$  5,00 ", R$  -   ," R$  18,00 ",Cartão de Crédito
347,23/08/2024,464,0464 - CANECA 350ML C/INFUSOR ENCHA SUA VIDA,1,ZONA CRIATIVA," R$  28,90 ", R$  -   ," R$  76,00 ",Cartão de Débito
346,22/08/2024,359,0359 - CADERNO LIVRO DECORADO,1,AP BRAS OU MERCADO LIVRE," R$  15,00 ", R$  -   ," R$  39,00 ",PIX
345,22/08/2024,C1,C1 - CANETA SIMPLES OU MARCA TEXTO PERSONAGENS,2,AP BRAS OU MERCADO LIVRE," R$  4,00 "," R$  2,00 "," R$  16,00 ",Dinheiro
344,22/08/2024,C3,C3 - CANETA FOFA ESPECIAL,4,AP BRAS OU MERCADO LIVRE," R$  12,00 "," R$  6,00 "," R$  46,57 ",Cartão de Crédito
344,22/08/2024,C2,C2 - CANETA FOFA PERSO / CHOC,2,AP BRAS OU MERCADO LIVRE," R$  5,00 "," R$  6,00 "," R$  22,35 ",Cartão de Crédito
344,22/08/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 "," R$  6,00 "," R$  12,57 ",Cartão de Crédito
343,22/08/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 "," R$  1,93 "," R$  11,40 ",PIX
343,22/08/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 "," R$  1,93 "," R$  8,07 ",PIX
343,22/08/2024,361,0361 - BLOCO DE NOTAS PERSONAGENS ESPIRAL PEQ,1,AP BRAS OU MERCADO LIVRE," R$  5,00 "," R$  1,93 "," R$  17,10 ",PIX
342,21/08/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Cartão de Débito
342,21/08/2024,C1,C1 - CANETA SIMPLES OU MARCA TEXTO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  2,00 ", R$  -   ," R$  9,00 ",Cartão de Débito
341,21/08/2024,266,0266 - LATA PORTA JOIAS - SEMPRE LINDA CORACAO,1,BRASFOOT," R$  19,98 ", R$  -   ," R$  49,00 ",Cartão de Crédito
340,21/08/2024,360,0360 - CADERNO PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  15,00 "," R$  2,00 "," R$  41,50 ",Cartão de Crédito
340,21/08/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,2,AP BRAS OU MERCADO LIVRE," R$  5,60 "," R$  2,00 "," R$  16,80 ",Cartão de Crédito
340,21/08/2024,C9,C9 - CANETA FOFA STITCH / SPIN / PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  6,00 "," R$  2,00 "," R$  23,71 ",Cartão de Crédito
340,21/08/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 "," R$  2,00 "," R$  11,86 ",Cartão de Crédito
340,21/08/2024,515,0515 - CADERNO DISCO STITCH 15X21,1,AP BRAS OU MERCADO LIVRE," R$  28,00 "," R$  2,00 "," R$  71,14 ",Cartão de Crédito
339,21/08/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 "," R$  4,93 "," R$  12,82 ",Dinheiro
339,21/08/2024,246,0246 - COPO MUNICH 200ML - A MELHOR REDE SOCIAL,1,BRASFOOT," R$  13,98 "," R$  4,93 "," R$  34,20 ",Dinheiro
339,21/08/2024,195,0195 - CANECA RV PORCELANA,1,AP BRAS OU MERCADO LIVRE," R$  16,90 "," R$  4,93 "," R$  46,55 ",Dinheiro
338,21/08/2024,277,0277 - TACA VINHO C/ 2UN - UM BOM VINHO,1,BRASFOOT," R$  34,98 ", R$  -   ," R$  86,00 ",Cartão de Débito
337,21/08/2024,C2,C2 - CANETA FOFA PERSO / CHOC,4,AP BRAS OU MERCADO LIVRE," R$  10,00 "," R$  4,00 "," R$  44,00 ",Cartão de Crédito
336,20/08/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Dinheiro
336,20/08/2024,C8,C8 - CANETA FOFA MULTICORES / LED,1,AP BRAS OU MERCADO LIVRE," R$  6,00 ", R$  -   ," R$  22,00 ",Dinheiro
335,20/08/2024,97,0097 - COPO AMERICANO FLORK AMOR,1,ALL MIX," R$  6,53 ", R$  -   ," R$  24,00 ",PIX
334,20/08/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Cartão de Débito
334,20/08/2024,359,0359 - CADERNO LIVRO DECORADO,1,AP BRAS OU MERCADO LIVRE," R$  15,00 ", R$  -   ," R$  39,00 ",Cartão de Débito
333,20/08/2024,127,0127 - KIT IMAS CORUJA 3PCS,1,GEGUTON," R$  2,70 ", R$  -   ," R$  16,00 ",Cartão de Débito
332,19/08/2024,C3,C3 - CANETA FOFA ESPECIAL,1,AP BRAS OU MERCADO LIVRE," R$  3,00 "," R$  7,00 "," R$  12,17 ",Cartão de Crédito
332,19/08/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,2,AP BRAS OU MERCADO LIVRE," R$  7,00 "," R$  7,00 "," R$  28,24 ",Cartão de Crédito
332,19/08/2024,518,0518 - CADERNO DISCO ASTRONAUTA 15X21,1,AP BRAS OU MERCADO LIVRE," R$  15,00 "," R$  7,00 "," R$  47,71 ",Cartão de Crédito
332,19/08/2024,C0,C0 - CANETA MARCA TEXTO DUPLO SIMPLES OU PANTONE,4,AP BRAS OU MERCADO LIVRE," R$  8,00 "," R$  7,00 "," R$  33,11 ",Cartão de Crédito
332,19/08/2024,519,0519 - CADERNO HELLO KITTY SQUISH 15X21,1,AP BRAS OU MERCADO LIVRE," R$  20,00 "," R$  7,00 "," R$  62,32 ",Cartão de Crédito
332,19/08/2024,66,0066 - NECESSAIRE MICKEY 90 ANOS,1,MINAS DE PRESENTES LTDA," R$  27,11 "," R$  7,00 "," R$  75,95 ",Cartão de Crédito
331,19/08/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,2,AP BRAS OU MERCADO LIVRE," R$  5,60 ", R$  -   ," R$  17,00 ",Cartão de Débito
331,19/08/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,2,AP BRAS OU MERCADO LIVRE," R$  7,00 ", R$  -   ," R$  29,00 ",Cartão de Débito
330,19/08/2024,C3,C3 - CANETA FOFA ESPECIAL,2,AP BRAS OU MERCADO LIVRE," R$  6,00 "," R$  2,00 "," R$  23,00 ",Dinheiro
329,19/08/2024,C0,C0 - CANETA MARCA TEXTO DUPLO SIMPLES OU PANTONE,4,AP BRAS OU MERCADO LIVRE," R$  8,00 "," R$  4,00 "," R$  30,00 ",Cartão de Crédito
328,19/08/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",PIX
327,17/08/2024,415,0415 - COPO TÉRMICO TERMOMETRO,1,AP BRAS OU MERCADO LIVRE," R$  32,00 "," R$  3,45 "," R$  65,55 ",Dinheiro
326,17/08/2024,C7,C7 - CANETA LED OU MARCA TEXTO 3 PONTAS,1,AP BRAS OU MERCADO LIVRE," R$  5,00 ", R$  -   ," R$  19,00 ",Cartão de Crédito
326,17/08/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Cartão de Crédito
325,17/08/2024,228,0228 - NECESSAIRE - VIAJAR PELO MUNDO,1,BRASFOOT," R$  23,98 ", R$  -   ," R$  59,00 ",PIX
324,16/08/2024,412,0412 - CAIXA DE SOM BLUETOOTH LED,1,AP BRAS OU MERCADO LIVRE," R$  46,00 ", R$  -   ," R$  98,00 ",PIX
323,16/08/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",PIX
323,16/08/2024,C9,C9 - CANETA FOFA STITCH / SPIN / PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  6,00 ", R$  -   ," R$  24,00 ",PIX
322,16/08/2024,342,0342 - GARRAFA INFANTIL 600ML COM ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  24,00 ", R$  -   ," R$  59,00 ",Cartão de Crédito
321,16/08/2024,464,0464 - CANECA 350ML C/INFUSOR ENCHA SUA VIDA,1,ZONA CRIATIVA," R$  28,90 ", R$  -   ," R$  76,00 ",Cartão de Crédito
321,16/08/2024,72,0072 - LUMINARIA 3D LED N S APARECIDA,1,MINAS DE PRESENTES LTDA," R$  21,00 ", R$  -   ," R$  59,00 ",Cartão de Crédito
321,16/08/2024,441,0441 - CANECA MINI TINA 100ML INSPIRACAO BOM CAFE,1,ZONA CRIATIVA," R$  9,90 ", R$  -   ," R$  34,00 ",Cartão de Crédito
320,16/08/2024,247,0247 - COPO MUNICH 200ML - AMIGAS NA ALEGRIA,1,BRASFOOT," R$  13,98 ", R$  -   ," R$  36,00 ",PIX
319,16/08/2024,354,0354 - CHAVEIRO STITCH SILICONE,1,AP BRAS OU MERCADO LIVRE," R$  8,00 ", R$  -   ," R$  24,00 ",Cartão de Crédito
318,15/08/2024,C8,C8 - CANETA FOFA MULTICORES / LED,2,AP BRAS OU MERCADO LIVRE," R$  12,00 "," R$  4,00 "," R$  40,00 ",Dinheiro
317,15/08/2024,495,0495 - KIT ALMOFADA DUPLO PIPOCA CASA DO DRAGAO,1,ZONA CRIATIVA," R$  89,90 ", R$  -   ," R$  189,00 ",Cartão de Crédito
316,14/08/2024,423,0423 - CANECA PRETA COM COADOR,1,UATT PRESENTES IMPORTADOS," R$  23,38 ", R$  -   ," R$  68,00 ",Cartão de Crédito
315,14/08/2024,6,0006 - ALMOFADA MINI ODA,1,2DH COMERCIO E CONFECCAO LTDA," R$  23,90 ", R$  -   ," R$  59,00 ",Dinheiro
314,14/08/2024,C9,C9 - CANETA FOFA STITCH / SPIN / PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  6,00 "," R$  13,85 "," R$  22,80 ",Dinheiro
314,14/08/2024,515,0515 - CADERNO DISCO STITCH 15X21,1,AP BRAS OU MERCADO LIVRE," R$  28,00 "," R$  13,85 "," R$  68,40 ",Dinheiro
314,14/08/2024,413,0413 - RELOGIO CAIXA DE SOM DESP,1,AP BRAS OU MERCADO LIVRE," R$  42,90 "," R$  13,85 "," R$  87,40 ",Dinheiro
314,14/08/2024,459,0459 - COPO TERMICO 500ML FOREVER PRETO,1,ZONA CRIATIVA," R$  34,50 "," R$  13,85 "," R$  84,55 ",Dinheiro
313,14/08/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 "," R$  2,00 "," R$  13,58 ",Cartão de Crédito
313,14/08/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,2,AP BRAS OU MERCADO LIVRE," R$  5,60 "," R$  2,00 "," R$  15,92 ",Cartão de Crédito
312,14/08/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,2,AP BRAS OU MERCADO LIVRE," R$  7,00 "," R$  3,00 "," R$  26,00 ",Cartão de Crédito
311,14/08/2024,280,0280 - TACA WINDSOR - AMIGA IRMA,1,BRASFOOT," R$  17,98 ", R$  -   ," R$  46,00 ",Cartão de Crédito
310,13/08/2024,121,0121 - GARRAFA TERMICA C TERMOMETRO,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  14,99 ", R$  -   ," R$  39,00 ",Dinheiro
309,13/08/2024,350,0350 - NECESSAIRE MASC CINGEL GDE,1,AP BRAS OU MERCADO LIVRE," R$  19,00 ", R$  -   ," R$  56,00 ",Cartão de Crédito
309,13/08/2024,250,0250 - COPO MUNICH C/ 2UN - EU TE AMO,1,BRASFOOT," R$  23,98 ", R$  -   ," R$  64,00 ",Cartão de Crédito
308,13/08/2024,171,0171 - CHAVEIRO EMBORR DIVERSOS PP,1,AP BRAS OU MERCADO LIVRE," R$  1,80 ", R$  -   ," R$  6,00 ",Cartão de Débito
307,12/08/2024,315,0315 - LUNCH BOX PRINCESAS ROYAL,1,ZONA CRIATIVA," R$  33,16 ", R$  -   ," R$  79,00 ",Dinheiro
307,12/08/2024,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Dinheiro
307,12/08/2024,C3,C3 - CANETA FOFA ESPECIAL,1,AP BRAS OU MERCADO LIVRE," R$  3,00 ", R$  -   ," R$  12,50 ",Dinheiro
306,12/08/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 ", R$  -   ," R$  13,50 ",Cartão de Crédito
306,12/08/2024,124,0124 - KIT IMAS BEBIDAS 3PCS,1,GEGUTON," R$  2,99 ", R$  -   ," R$  16,00 ",Cartão de Crédito
306,12/08/2024,212,0212 - MARMITA REDONDA MINI - GATINHA,1,UATT PRESENTES IMPORTADOS," R$  13,06 ", R$  -   ," R$  38,00 ",Cartão de Crédito
306,12/08/2024,361,0361 - BLOCO DE NOTAS PERSONAGENS ESPIRAL PEQ,1,AP BRAS OU MERCADO LIVRE," R$  5,00 ", R$  -   ," R$  18,00 ",Cartão de Crédito
305,12/08/2024,519,0519 - CADERNO HELLO KITTY SQUISH 15X21,1,AP BRAS OU MERCADO LIVRE," R$  20,00 ", R$  -   ," R$  64,00 ",Cartão de Débito
305,12/08/2024,521,0521 - KIT BORRACHA COM 6 PCS,1,AP BRAS OU MERCADO LIVRE," R$  10,00 ", R$  -   ," R$  32,00 ",Cartão de Débito
305,12/08/2024,C0,C0 - CANETA MARCA TEXTO DUPLO SIMPLES OU PANTONE,1,AP BRAS OU MERCADO LIVRE," R$  2,00 ", R$  -   ," R$  8,50 ",Cartão de Débito
304,12/08/2024,368,0368 - CESTA VINHO 2 TAÇAS,1,AP BRAS OU MERCADO LIVRE," R$  87,00 ", R$  -   ," R$  159,00 ",Cartão de Débito
303,10/08/2024,C8,C8 - CANETA FOFA MULTICORES / LED,2,AP BRAS OU MERCADO LIVRE," R$  12,00 "," R$  4,00 "," R$  40,00 ",Dinheiro
302,10/08/2024,C8,C8 - CANETA FOFA MULTICORES / LED,2,AP BRAS OU MERCADO LIVRE," R$  12,00 "," R$  4,00 "," R$  40,00 ",Dinheiro
301,10/08/2024,239,0239 - COPO AMER 190ML - PAI AMIGO,1,BRASFOOT," R$  7,98 ", R$  -   ," R$  28,00 ",Cartão de Débito
300,10/08/2024,237,0237 - COPO AMER 190ML - EU TENHO O MELHOR PAI,1,BRASFOOT," R$  7,98 "," R$  1,40 "," R$  26,60 ",Dinheiro
299,10/08/2024,361,0361 - BLOCO DE NOTAS PERSONAGENS ESPIRAL PEQ,1,AP BRAS OU MERCADO LIVRE," R$  5,00 ", R$  -   ," R$  18,00 ",Cartão de Crédito
299,10/08/2024,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Cartão de Crédito
299,10/08/2024,502,"0502 - GARRAFA WHEY 1,8LT PAI AMIGO",1,ZONA CRIATIVA," R$  23,50 ", R$  -   ," R$  65,00 ",Cartão de Crédito
298,10/08/2024,488,0488 - CANECA STONE 450ML AVO XADREZ,1,ZONA CRIATIVA," R$  27,90 ", R$  -   ," R$  74,00 ",Cartão de Crédito
297,10/08/2024,187,0187 - LUMIN ORG CAT PILHA,1,USARE LUMINÁRIAS," R$  39,90 "," R$  9,40 "," R$  84,60 ",Cartão de Crédito
296,09/08/2024,415,0415 - COPO TÉRMICO TERMOMETRO,1,AP BRAS OU MERCADO LIVRE," R$  32,00 "," R$  3,45 "," R$  65,55 ",Dinheiro
295,09/08/2024,183,0183 - LUMIN BOX CANTINHO CAFE USB,1,USARE LUMINÁRIAS," R$  49,90 "," R$  23,60 "," R$  94,40 ",Dinheiro
294,09/08/2024,486,0486 - CANECA 350ML C/INFUSOR PAI MODERNO,1,ZONA CRIATIVA," R$  28,90 "," R$  7,00 "," R$  72,20 ",PIX
294,09/08/2024,519,0519 - CADERNO HELLO KITTY SQUISH 15X21,1,AP BRAS OU MERCADO LIVRE," R$  20,00 "," R$  7,00 "," R$  60,80 ",PIX
293,09/08/2024,408,0408 - COPO AMERICANO 190 ML SALMOS,2,ALL MIX," R$  11,04 ", R$  -   ," R$  56,00 ",Cartão de Débito
293,09/08/2024,51,0051 - CANECA MELHOR PAI DO MUNDO,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  5,50 ", R$  -   ," R$  39,00 ",Cartão de Débito
292,08/08/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 ", R$  -   ," R$  13,50 ",Cartão de Crédito
292,08/08/2024,C8,C8 - CANETA FOFA MULTICORES / LED,1,AP BRAS OU MERCADO LIVRE," R$  6,00 ", R$  -   ," R$  22,00 ",Cartão de Crédito
292,08/08/2024,C9,C9 - CANETA FOFA STITCH / SPIN / PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  6,00 ", R$  -   ," R$  24,00 ",Cartão de Crédito
291,08/08/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 ", R$  -   ," R$  13,50 ",Dinheiro
290,08/08/2024,354,0354 - CHAVEIRO STITCH SILICONE,1,AP BRAS OU MERCADO LIVRE," R$  8,00 ", R$  -   ," R$  24,00 ",Cartão de Débito
289,08/08/2024,117,0117 - KIT VINHO ELETRICO 4PCS,2,RMC2 COMERCIO DE VARIEDADES LTDA," R$  79,98 "," R$  37,60 "," R$  150,40 ",PIX
288,08/08/2024,195,0195 - CANECA RV PORCELANA,1,AP BRAS OU MERCADO LIVRE," R$  16,90 ", R$  -   ," R$  49,00 ",PIX
287,08/08/2024,C1,C1 - CANETA SIMPLES OU MARCA TEXTO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  2,00 ", R$  -   ," R$  9,00 ",PIX
286,08/08/2024,427,0427 - CANECO VIDRO ISSO QUE É PAI,1,UATT PRESENTES IMPORTADOS," R$  13,58 "," R$  2,45 "," R$  46,55 ",PIX
285,08/08/2024,415,0415 - COPO TÉRMICO TERMOMETRO,1,AP BRAS OU MERCADO LIVRE," R$  32,00 "," R$  3,45 "," R$  65,55 ",PIX
284,08/08/2024,109,0109 - BOLSA DE VIAGEM NYLON C PORTA CHINELO,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  21,99 "," R$  3,40 "," R$  64,60 ",PIX
283,08/08/2024,428,0428 - CANECO VIDRO O MELHOR PAI,1,UATT PRESENTES IMPORTADOS," R$  13,58 ", R$  -   ," R$  49,00 ",Cartão de Débito
282,08/08/2024,39,0039 - CANECA HOPONOPONO,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  26,90 "," R$  2,95 "," R$  56,05 ",Dinheiro
281,07/08/2024,388,0388 - CANECA CERÂMICA DONUT,1,CRAZY MUGS," R$  24,90 ", R$  -   ," R$  69,00 ",Cartão de Débito
280,07/08/2024,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 ", R$  -   ," R$  13,50 ",Dinheiro
279,07/08/2024,165,0165 - SUPORTE LIVRO TONI 2PCS,1,GEGUTON," R$  19,90 ", R$  -   ," R$  68,00 ",Cartão de Crédito
279,07/08/2024,148,0148 - PORTA TRECO ONIBUS LONDRES,1,GEGUTON," R$  22,21 ", R$  -   ," R$  64,00 ",Cartão de Crédito
279,07/08/2024,291,0291 - CANECA 350ML C/INFUSOR - CULTIVE COISAS BOAS,1,ZONA CRIATIVA," R$  19,90 ", R$  -   ," R$  76,00 ",Cartão de Crédito
279,07/08/2024,350,0350 - NECESSAIRE MASC CINGEL GDE,1,AP BRAS OU MERCADO LIVRE," R$  19,00 ", R$  -   ," R$  56,00 ",Cartão de Crédito
278,07/08/2024,266,0266 - LATA PORTA JOIAS - SEMPRE LINDA CORACAO,1,BRASFOOT," R$  19,98 ", R$  -   ," R$  49,00 ",PIX
277,06/08/2024,415,0415 - COPO TÉRMICO TERMOMETRO,1,AP BRAS OU MERCADO LIVRE," R$  32,00 "," R$  3,45 "," R$  65,55 ",PIX
276,06/08/2024,478,0478 - CANECA STONE 400ML PAI AMIGO,1,ZONA CRIATIVA," R$  27,90 ", R$  -   ," R$  74,00 ",Cartão de Débito
275,05/08/2024,361,0361 - BLOCO DE NOTAS PERSONAGENS ESPIRAL PEQ,1,AP BRAS OU MERCADO LIVRE," R$  5,00 ", R$  -   ," R$  18,00 ",PIX
274,05/08/2024,341,0341 - GARRAFA TERMICA INFANTIL C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  35,00 "," R$  2,00 "," R$  87,00 ",Cartão de Crédito
273,05/08/2024,518,0518 - CADERNO DISCO ASTRONAUTA 15X21,1,AP BRAS OU MERCADO LIVRE," R$  15,00 ", R$  -   ," R$  49,00 ",Dinheiro
